Date,Insertion Order,Insertion Order ID,Insertion Order Status,Insertion Order Integration Code,Environment,Advertiser Currency,Impressions,Active View: Measurable Impressions,Active View: Viewable Impressions,Clicks,Total Conversions,Revenue (Adv Currency)
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,42476,41063,25064,34,274.00,197.653576
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,49970,44835,24983,34,17.00,81.336593
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,22976,21330,12903,40,742.00,134.698766
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Desktop Web (Display RTB),GBP,360915,350128,202237,144,88.00,471.842225
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,39596,38432,24322,111,1407.00,244.558462
2017/04/11,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Desktop Web (Display RTB),GBP,182043,176028,105303,398,895.00,867.590761
2017/04/12,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Australia,2875662,Active,,Desktop Web (Display RTB),GBP,145710,140100,63856,90,19.00,379.644876
2017/04/12,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,309202,292987,98256,102,21.00,251.305151
2017/04/12,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,1033741,1001608,423073,1002,172.00,759.545964
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Desktop Web (Display RTB),GBP,90499,87585,52262,147,374.00,435.996430
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,16214,15142,9136,26,638.00,99.982618
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,21346,20690,13138,4,7.00,39.540084
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,21866,20237,12126,32,941.00,134.985433
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,36623,35646,25243,59,1408.00,232.079033
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,148195,137618,77589,256,393.00,561.621020
2017/04/12,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Mobile Web,GBP,124466,111837,75812,160,88.00,405.191731
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Desktop Web (Display RTB),GBP,83562,81054,47193,114,272.00,415.747433
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,180721,164593,96287,244,89.00,391.956050
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,17350,16057,9754,17,638.00,108.985781
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Desktop Web (Display RTB),GBP,7465,7259,4304,7,28.00,29.100824
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,42145,40731,23552,35,212.00,197.599120
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,13616,13319,7903,1,4.00,33.274899
2017/04/13,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,263075,252099,158557,80,78.00,986.631418
2017/04/14,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,329185,308874,110245,111,11.00,332.781250
2017/04/14,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,970504,942291,397643,940,163.00,853.292623
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,30725,28705,16076,62,809.00,226.439215
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Mobile Web,GBP,19232,17812,10869,40,695.00,115.394722
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,116496,112192,65597,53,37.00,423.318124
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,19159,17737,10761,23,715.00,116.392562
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Desktop Web (Display RTB),GBP,5052,4928,2734,6,25.00,19.814462
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,40499,39157,22676,33,187.00,198.085617
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,160716,150257,84410,259,172.00,606.718614
2017/04/14,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,36758,35830,25388,23,1227.00,239.956588
2017/04/15,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,166354,159634,72340,108,33.00,670.272988
2017/04/15,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,865678,840845,364068,706,99.00,800.547393
2017/04/15,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Mobile Web,GBP,19033,17204,9488,40,608.00,117.163308
2017/04/15,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,136314,123157,70605,208,62.00,356.473490
2017/04/15,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Mobile Web,GBP,74059,67846,40162,95,34.00,222.539046
2017/04/15,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,18515,16718,9417,26,600.00,115.086389
2017/04/15,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,40921,38997,18858,25,159.00,197.788257
2017/04/15,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,184306,167905,89232,178,361.00,679.721257
2017/04/16,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Israel,2875683,Active,,Desktop Web (Display RTB),GBP,1109068,1064057,518872,1099,418.00,1835.048680
2017/04/16,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,64250,62810,25211,23,17.00,25.395232
2017/04/16,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,741974,720263,317114,717,55.00,713.203052
2017/04/16,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Mobile Web,GBP,18739,16954,9748,36,557.00,117.970925
2017/04/16,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,17657,16148,9248,26,443.00,110.103506
2017/04/16,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Desktop Web (Display RTB),GBP,17749,17108,9006,14,451.00,114.381936
2017/04/16,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,41396,40569,25281,6,6.00,42.717538
2017/04/16,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,13140,12899,7643,2,1.00,19.646574
2017/04/16,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Desktop Web (Display RTB),GBP,263963,253737,102322,104,59.00,609.939574
2017/04/16,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,184053,168104,89998,185,311.00,684.337651
2017/04/17,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,1096831,1070638,441510,481,48.00,422.437806
2017/04/17,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Desktop Web (Display RTB),GBP,107019,105280,59254,58,27.00,345.473009
2017/04/17,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Desktop Web (Display RTB),GBP,17613,16943,8017,11,51.00,83.015868
2017/04/17,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Desktop Web (Display RTB),GBP,20551,19949,10950,19,524.00,127.543583
2017/04/17,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,104744,92184,50230,86,19.00,63.385159
2017/04/17,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,12454,12192,7382,4,6.00,29.011044
2017/04/17,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,591514,550057,312512,1075,459.00,2150.057253
2017/04/17,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,451930,434036,165963,190,111.00,981.415441
2017/04/18,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,220241,211903,112246,147,69.00,751.670425
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,20166,19807,11326,23,524.00,125.373185
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,125796,116537,69343,134,49.00,353.870120
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Desktop Web (Display RTB),GBP,23592,22885,12241,10,47.00,113.232697
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Mobile Web,GBP,80923,76268,45238,84,28.00,221.648161
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Desktop Web (Display RTB),GBP,20440,19957,11733,21,556.00,128.491243
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,112762,105332,58570,141,255.00,416.246352
2017/04/18,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,46448,45100,24055,33,232.00,198.804132
2017/04/19,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,358300,339854,111075,127,18.00,333.302209
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,20449,20053,11951,28,499.00,126.714669
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,88152,83503,46059,63,113.00,313.641789
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,44950,43461,25608,31,233.00,199.372251
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,4014,3767,2140,8,11.00,17.166697
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,20675,19589,11340,23,659.00,129.253989
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,135212,127938,70940,119,139.00,515.172508
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Desktop Web (Display RTB),GBP,221998,215644,119496,133,81.00,552.476863
2017/04/19,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,94952,92755,68281,188,1965.00,622.746727
2017/04/19,_2017_Next_International SS17_ United Arab Emirates,3291256,Paused,,Desktop Web (Display RTB),GBP,8683,7840,2274,3,0.00,3.392343
2017/04/20,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,213543,204784,112976,170,84.00,753.873816
2017/04/20,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,1070086,1039009,436318,1392,205.00,875.691823
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Mobile Web,GBP,16123,14874,8890,20,536.00,99.913767
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,99780,87359,45870,72,10.00,43.183474
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Desktop Web (Display RTB),GBP,28283,27545,17285,16,706.00,174.350053
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Desktop Web (Display RTB),GBP,76851,74449,44546,37,228.00,379.066219
2017/04/20,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Mobile Web,GBP,543627,506324,286518,1119,513.00,2050.272898
2017/04/21,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,419102,397864,132149,150,14.00,333.925399
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Desktop Web (Display RTB),GBP,133134,128873,72677,17,47.00,420.756678
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Desktop Web (Display RTB),GBP,7468,7238,4291,3,21.00,28.897043
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,100344,96820,57474,40,14.00,198.702930
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,21124,19714,11577,2,566.00,131.567960
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Mobile Web,GBP,202397,182566,95127,38,22.00,398.844944
2017/04/21,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Prospecting,2911408,Paused,,Desktop Web (Display RTB),GBP,433330,417614,272983,367,138.00,1953.538316
2017/04/22,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ireland,2875681,Active,,Desktop Web (Display RTB),GBP,157158,151207,76932,145,32.00,633.478706
2017/04/22,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Israel,2875683,Active,,Desktop Web (Display RTB),GBP,0,0,0,0,885.00,0.000000
2017/04/22,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,0,0,0,0,29.00,0.000000
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,20101,19569,11511,2,436.00,121.400787
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Desktop Web (Display RTB),GBP,203699,197238,96452,18,29.00,303.733950
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Desktop Web (Display RTB),GBP,10076,9740,5479,1,42.00,50.793927
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Prospecting,2911413,Paused,,Mobile Web,GBP,71383,65336,37631,12,32.00,216.805355
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,103614,96697,52192,137,244.00,396.846508
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,56401,55281,27506,10,9.00,43.219896
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,29219,28493,16288,3,3.00,26.748616
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Desktop Web (Display RTB),GBP,48050,46271,26522,11,135.00,255.527852
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Mobile Web,GBP,71494,68300,49414,159,2039.00,489.029149
2017/04/22,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Desktop Web (Display RTB),GBP,247863,240089,141245,417,626.00,1334.033513
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,37989,35556,16148,86,720.00,266.547478
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,93121,87070,45330,14,134.00,342.096075
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Desktop Web (Display RTB),GBP,194087,188688,102545,4,36.00,306.303808
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Mobile Web,GBP,15971,14955,8610,4,479.00,98.613087
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,114321,106743,56789,140,245.00,436.767882
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,90101,87097,53260,28,16.00,183.407391
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_New Customers,3054397,Active,,Mobile Web,GBP,4331,4026,2280,3,11.00,18.306875
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Prospecting,2914440,Paused,,Desktop Web (Display RTB),GBP,186121,181379,97169,100,65.00,559.888716
2017/04/23,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Desktop Web (Display RTB),GBP,289025,279776,165692,497,736.00,1564.105403
2017/04/23,_2017_Next_International SS17_Saudi Arabia,3295158,Paused,,Desktop Web (Display RTB),GBP,49078,46896,19669,67,2.00,329.114266
2017/04/24,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Israel,2875683,Active,,Desktop Web (Display RTB),GBP,194213,189290,65558,147,710.00,241.423036
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Desktop Web (Display RTB),GBP,56314,55335,33919,8,8.00,46.219655
2017/04/24,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Desktop Web (Display RTB),GBP,425442,412828,252993,623,1087.00,2039.556560
2017/04/25,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Australia,2875662,Active,,Desktop Web (Display RTB),GBP,195393,188779,81031,135,34.00,478.111426
2017/04/25,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,1199700,1159827,484984,1279,182.00,897.873924
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Desktop Web (Display RTB),GBP,100060,97163,56852,31,315.00,437.056520
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,113408,102918,63649,32,59.00,410.154663
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_New Customers,2907682,Active,,Mobile Web,GBP,107236,100008,54900,128,252.00,410.190023
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,90575,87690,55144,29,16.00,194.692634
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,45409,44030,25841,40,278.00,202.934048
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_Prospecting,3046972,Paused,,Mobile Web,GBP,92782,84630,43056,63,12.00,63.006941
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_New Customers,2909986,Active,,Mobile Web,GBP,128691,121557,68451,55,120.00,498.889214
2017/04/25,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_Existing Customers,2903185,Active,,Desktop Web (Display RTB),GBP,211644,207083,156415,300,3416.00,1427.336344
2017/04/26,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Germany,2875670,Paused,,Desktop Web (Display RTB),GBP,317945,302628,101622,133,20.00,334.972851
2017/04/26,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,54865,51887,26043,89,970.00,364.034485
2017/04/26,O-QSJ1_2017_Next_SS17_United Kingdom_Home_New Customers,2909944,Active,,Mobile Web,GBP,77634,72668,39945,94,124.00,284.957700
2017/04/26,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_Existing Customers,2906011,Active,,Desktop Web (Display RTB),GBP,22664,22064,13798,17,424.00,143.152101
2017/04/26,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 1_Prospecting,2914455,Paused,,Desktop Web (Display RTB),GBP,82146,79569,49675,33,25.00,193.503320
2017/04/26,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,27044,26503,16077,7,3.00,33.816781
2017/04/26,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,17711,16473,9299,13,573.00,108.857748
2017/04/26,O-QSJ1_2017_Next_SS17_United Kingdom_Womens_New Customers,2903193,Active,,Desktop Web (Display RTB),GBP,389936,376900,233017,599,1020.00,2012.357211
2017/04/27,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Australia,2875662,Active,,Desktop Web (Display RTB),GBP,178091,171895,70516,96,28.00,397.022687
2017/04/27,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Ukraine,2879154,Active,,Desktop Web (Display RTB),GBP,1185877,1147323,466312,1265,176.00,901.539531
2017/04/27,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,22450,21843,13910,29,459.00,137.619377
2017/04/05,O-Q2XB_(Feb 2017)_O-PT2H_(Jan 2017)_O-PT30_(23rd - 31st Dec 2016)_2017_Next_International SS17_Russia,2879171,Paused,,Desktop Web (Display RTB),GBP,1016721,994890,424737,498,50.00,373.209374
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Abandon Basket Retargeting,2933546,Active,,Desktop Web (Display RTB),GBP,65340,61178,38414,144,1076.00,437.039057
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Existing Customers,2905969,Active,,Desktop Web (Display RTB),GBP,18333,17810,11055,17,406.00,113.194852
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Home_Prospecting,2911422,Paused,,Mobile Web,GBP,156642,138480,71809,130,51.00,234.590726
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Desktop Web (Display RTB),GBP,26363,25106,16347,27,86.00,121.091396
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Existing Customers,2907980,Active,,Desktop Web (Display RTB),GBP,21022,20301,12893,23,609.00,131.177813
2017/04/05,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,32029,30991,19437,8,5.00,42.089365
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Kids_New Customers,2907726,Active,,Desktop Web (Display RTB),GBP,24451,23357,14967,19,72.00,116.558447
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 2_New Customers,3046039,Active,,Desktop Web (Display RTB),GBP,43422,42045,25876,43,272.00,196.132769
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Labels_Tier 3_Prospecting,3054384,Paused,,Desktop Web (Display RTB),GBP,17524,17105,10812,7,3.00,37.107551
2017/04/06,O-QSJ1_2017_Next_SS17_United Kingdom_Mens_Existing Customers,2905960,Active,,Mobile Web,GBP,21285,19720,12076,31,456.00,128.463938
